sample	Chloroquine	Pyrimethamine	Sulfadoxine	Mefloquine	Artemisinin	Piperaquine	SP (uncomplicated)	SP (IPTp)	AS-MQ	DHA-PPQ
QT0019-CW4	Resistant	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive
QT0020-CW2	Resistant	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive
QT0021-CW	Resistant	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive
QT0022-CW	Resistant	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive
QT0023-CW4	Resistant	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive
QT0024-C	Resistant	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive
QT0025-C	Resistant	Resistant	Resistant	Undetermined	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive
QT0026-CW4	Resistant	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive
QT0027-CW3	Resistant	Resistant	Resistant	Sensitive	Sensitive	Undetermined	Undetermined	Sensitive	Sensitive	Sensitive
QT0028-CW5	Resistant	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive
QT0029-CW5	Resistant	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive
QT0030-CW3	Resistant	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive
QT0031-CW2	Resistant	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive
QT0032-CW2	Resistant	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive
QT0033-CW	Resistant	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive
QT0035-CW	Resistant	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive
QT0036-CW	Undetermined	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive
QT0045-CW	Resistant	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive
QT0047-CW	Resistant	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive
QT0052-C	Resistant	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive
QT0054-C	Sensitive	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Sensitive	Sensitive	Sensitive	Sensitive
QV0001-CW	Sensitive	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive
QV0002-C	Sensitive	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive
QV0003-CW	Sensitive	Resistant	Resistant	Undetermined	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive
QV0004-C	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive
QV0005-C	Resistant	Sensitive	Sensitive	Sensitive	Sensitive	Sensitive	Sensitive	Sensitive	Sensitive	Sensitive
QV0006-CW	Sensitive	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive
QV0008-C	Resistant	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive
QV0009-C	Undetermined	Resistant	Sensitive	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive
QV0010-C	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive
QV0012-CW	Sensitive	Resistant	Undetermined	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive
QV0013-C	Sensitive	Resistant	Sensitive	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive
QV0014-C	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive
QV0015-C	Sensitive	Resistant	Sensitive	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive
QV0016-C	Sensitive	Sensitive	Sensitive	Sensitive	Sensitive	Sensitive	Sensitive	Sensitive	Sensitive	Sensitive
QV0018-C	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive
QV0019-C	Undetermined	Resistant	Sensitive	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive
QV0020-C	Sensitive	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive
QV0021-C	Sensitive	Resistant	Sensitive	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive
QV0023-CW	Resistant	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive
QV0026-C	Resistant	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive
QV0028-C	Sensitive	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive
QV0029-C	Sensitive	Resistant	Sensitive	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive
QV0030-C	Resistant	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive
QV0031-C	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive
QV0032-C	Sensitive	Resistant	Sensitive	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive
QV0033-C	Resistant	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive
QV0034-CW	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive
QV0035-C	Resistant	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive
QV0037-C	Sensitive	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive
QV0038-C	Sensitive	Resistant	Sensitive	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive
QV0039-C	Sensitive	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive
QV0040-C	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive
QV0041-C	Resistant	Resistant	Undetermined	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive
QV0042-C	Resistant	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive
QV0044-C	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive
QV0045-C	Sensitive	Resistant	Sensitive	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive
QV0046-C	Sensitive	Resistant	Sensitive	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive
QV0047-C	Sensitive	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive
QV0049-C	Sensitive	Resistant	Sensitive	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive
QV0051-C	Resistant	Sensitive	Resistant	Sensitive	Sensitive	Sensitive	Sensitive	Sensitive	Sensitive	Sensitive
QV0052-CW	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive
QV0053-C	Sensitive	Resistant	Sensitive	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive
QV0056-C	Sensitive	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive
QV0058-C	Sensitive	Resistant	Sensitive	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive
QV0059-C	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive
QV0060-C	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive
QV0061-C	Sensitive	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive
QV0062-C	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive
QV0064-C	Sensitive	Resistant	Sensitive	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive
QV0065-C	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive
QV0067-C	Resistant	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive
QV0069-C	Sensitive	Resistant	Sensitive	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive
QV0070-C	Resistant	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive
QV0071-C	Sensitive	Resistant	Sensitive	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive
QV0072-C	Sensitive	Resistant	Sensitive	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive
QV0073-C	Sensitive	Resistant	Sensitive	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive
QV0074-C	Sensitive	Undetermined	Sensitive	Sensitive	Sensitive	Sensitive	Undetermined	Sensitive	Sensitive	Sensitive
QV0075-C	Sensitive	Resistant	Sensitive	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive
QV0076-C	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive
QV0077-C	Sensitive	Resistant	Sensitive	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive
QV0078-C	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive
QV0080-C	Resistant	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive
QV0081-C	Resistant	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive
QV0082-C	Sensitive	Resistant	Sensitive	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive
QV0083-C	Undetermined	Resistant	Undetermined	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive
QV0084-C	Sensitive	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive
QV0085-C	Sensitive	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive
QV0086-C	Sensitive	Sensitive	Undetermined	Sensitive	Sensitive	Sensitive	Sensitive	Sensitive	Sensitive	Sensitive
QV0088-C	Sensitive	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Undetermined	Sensitive	Sensitive	Sensitive
QV0089-C	Resistant	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive
QV0090-C	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive
QV0091-C	Resistant	Sensitive	Sensitive	Sensitive	Sensitive	Sensitive	Sensitive	Sensitive	Sensitive	Sensitive
QV0092-C	Sensitive	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive
QV0093-C	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive
QV0094-C	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive
QV0095-C	Sensitive	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive
QV0096-C	Undetermined	Sensitive	Resistant	Sensitive	Sensitive	Sensitive	Sensitive	Sensitive	Sensitive	Sensitive
QV0097-C	Sensitive	Resistant	Sensitive	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive
QV0099-C	Sensitive	Resistant	Sensitive	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive
QV0100-C	Sensitive	Resistant	Sensitive	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive
QV0101-C	Sensitive	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive
QV0102-C	Resistant	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive
QV0103-C	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive
QV0104-C	Resistant	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive
QV0105-C	Sensitive	Resistant	Sensitive	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive
QV0106-C	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive
QV0107-C	Sensitive	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive
QV0108-C	Sensitive	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive
QV0109-C	Sensitive	Resistant	Sensitive	Sensitive	Undetermined	Sensitive	Resistant	Sensitive	Sensitive	Sensitive
QV0110-C	Resistant	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive
QV0112-C	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive
QW0009-CW	Sensitive	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive
QW0010-CxW	Resistant	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive
QW0014-CW	Sensitive	Sensitive	Sensitive	Sensitive	Sensitive	Sensitive	Sensitive	Sensitive	Sensitive	Sensitive
QW0016-CW	Sensitive	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive
QW0018-CW	Undetermined	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive
QW0019-CW	Undetermined	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive
QW0020-CW	Sensitive	Sensitive	Sensitive	Sensitive	Sensitive	Sensitive	Sensitive	Sensitive	Sensitive	Sensitive
QW0021-CW	Resistant	Resistant	Resistant	Sensitive	Sensitive	Undetermined	Resistant	Sensitive	Sensitive	Sensitive
QW0022-CW	Resistant	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive
QW0023-CW	Resistant	Resistant	Resistant	Undetermined	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive
QW0025-CW	Resistant	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive
QW0027-CW	Resistant	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive
QW0031-CW	Undetermined	Resistant	Undetermined	Sensitive	Sensitive	Sensitive	Undetermined	Sensitive	Sensitive	Sensitive
QW0033-CW	Resistant	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive
QW0035-CW	Resistant	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive
QW0038-CW	Sensitive	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive
QW0041-CW	Resistant	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive
QW0043-CW	Resistant	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive
QW0046-CW	Resistant	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive
QW0049-CW	Resistant	Sensitive	Sensitive	Sensitive	Sensitive	Sensitive	Sensitive	Sensitive	Sensitive	Sensitive
QW0050-CW	Resistant	Resistant	Resistant	Undetermined	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive
QW0057-CW	Sensitive	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive
QW0058-CW	Resistant	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive
QW0064-CW	Resistant	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive
QW0067-CW	Sensitive	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive
QW0071-CW	Undetermined	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive
QW0072-CW	Resistant	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive
QW0074-CW	Resistant	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive
QW0076-CxW	Resistant	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive
QW0077-CxW	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive
QW0081-CW	Resistant	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive
QW0083-CxW	Resistant	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive
QW0084-CxW	Resistant	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive
QW0087-CW	Undetermined	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive
QW0088-CW	Sensitive	Resistant	Sensitive	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive
QW0089-CxW	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive
QW0090-CxW	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive
QW0091-CxW	Resistant	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive
QW0092-CxW	Resistant	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive
QW0096-CW	Resistant	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive
QW0100-CW	Sensitive	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive
QW0101-CW	Resistant	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive
QW0107-CW	Sensitive	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive
QW0109-CW	Resistant	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive
QW0115-CW	Sensitive	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive
QW0118-CW	Sensitive	Resistant	Undetermined	Sensitive	Undetermined	Sensitive	Resistant	Sensitive	Sensitive	Sensitive
QW0119-CxW	Resistant	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive
QW0120-CxW	Undetermined	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive
QW0125-CxW	Resistant	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive
QW0127-CW	Resistant	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Sensitive	Sensitive	Sensitive	Sensitive
QW0129-CW	Resistant	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive
QW0139-CxW	Resistant	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive
QW0144-CxW	Sensitive	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive
QW0146-CW	Sensitive	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive
QW0148-CW	Undetermined	Sensitive	Sensitive	Sensitive	Sensitive	Sensitive	Sensitive	Sensitive	Sensitive	Sensitive
RCN00121	Resistant	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Resistant	Undetermined	Sensitive	Sensitive
RCN00122	Resistant	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Resistant	Resistant	Sensitive	Sensitive
RCN00123	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Sensitive	Sensitive	Sensitive	Sensitive	Sensitive
RCN00124	Sensitive	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Resistant	Resistant	Sensitive	Sensitive
RCN00125	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Sensitive	Sensitive	Sensitive	Sensitive	Sensitive
RCN00126	Resistant	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Sensitive	Sensitive	Sensitive	Sensitive
RCN00127	Resistant	Resistant	Resistant	Sensitive	Sensitive	Undetermined	Sensitive	Sensitive	Sensitive	Sensitive
RCN00129	Sensitive	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Sensitive	Sensitive	Sensitive	Sensitive
RCN00130	Resistant	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Resistant	Resistant	Sensitive	Sensitive
RCN00131	Resistant	Resistant	Resistant	Undetermined	Sensitive	Undetermined	Sensitive	Sensitive	Sensitive	Sensitive
RCN00132	Resistant	Resistant	Resistant	Undetermined	Undetermined	Undetermined	Resistant	Resistant	Undetermined	Undetermined
RCN00135	Resistant	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Sensitive	Sensitive	Sensitive	Sensitive
RCN00136	Resistant	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Sensitive	Sensitive	Sensitive	Sensitive
RCN00138	Resistant	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Resistant	Resistant	Sensitive	Sensitive
RCN00140	Resistant	Resistant	Undetermined	Sensitive	Sensitive	Undetermined	Undetermined	Sensitive	Sensitive	Sensitive
RCN00142	Resistant	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Undetermined	Undetermined	Sensitive	Sensitive
RCN00143	Resistant	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Sensitive	Sensitive	Sensitive	Sensitive
RCN00145	Resistant	Resistant	Resistant	Sensitive	Sensitive	Undetermined	Sensitive	Sensitive	Sensitive	Sensitive
RCN00146	Resistant	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Resistant	Resistant	Sensitive	Sensitive
RCN00147	Resistant	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Sensitive	Sensitive	Sensitive	Sensitive
RCN00148	Resistant	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Sensitive	Sensitive	Sensitive	Sensitive
RCN00149	Resistant	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Sensitive	Sensitive	Sensitive	Sensitive
RCN00150	Undetermined	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Undetermined	Undetermined	Sensitive	Sensitive
RCN00151	Resistant	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Resistant	Resistant	Sensitive	Sensitive
RCN00152	Undetermined	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Sensitive	Sensitive	Sensitive	Sensitive
RCN00154	Resistant	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Sensitive	Sensitive	Sensitive	Sensitive
